,Province_State,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio,Country_Region,Combined_Key,Last_Update
35,New York,42.5441513332258,-75.47418330774194,7127.587301587301,525.0952380952381,0.0,6602.492063492064,1019.6703584807323,4.255723579339344,US,"New York, US",
36,North Carolina,35.62420971000002,-79.50109873960002,1903.4356435643565,32.02970297029703,0.0,1871.4059405940593,1780.936121853806,1.9148766428890713,US,"North Carolina, US",
37,North Dakota,47.39350672792453,-100.2493934356604,326.05555555555554,3.5555555555555554,0.0,322.5,1678.1420613175292,0.7225541380290432,US,"North Dakota, US",
38,Northern Mariana Islands,15.0979,145.6739,68.0,2.0,0.0,66.0,123.31350645582476,2.9411764705882355,US,"Northern Mariana Islands, US",
39,Ohio,40.310669812954565,-82.83540800659091,1612.887640449438,51.82022471910113,0.0,1561.0674157303372,979.0851834487986,3.3684885644565266,US,"Ohio, US",
40,Oklahoma,35.50191442597403,-97.2513995677922,959.5443037974684,11.936708860759493,0.0,947.6075949367089,1607.759976377195,1.4069193324587437,US,"Oklahoma, US",
41,Oregon,44.49240067472221,-121.47691959722222,820.0540540540541,14.08108108108108,0.0,805.972972972973,850.0646279969998,1.2359572808024395,US,"Oregon, US",
42,Pennsylvania,40.81807835477611,-77.61531783850747,2268.176470588235,116.76470588235294,0.0,2151.4117647058824,744.38381703144,3.588080527767695,US,"Pennsylvania, US",
43,Puerto Rico,18.240118884615384,-66.40498556410255,512.4125,7.5625,0.0,504.85,959.8048681345709,1.360161870503597,US,"Puerto Rico, US",
44,Recovered,,,0.0,0.0,2577446.0,-2577446.0,,,US,"Recovered, US",
45,Rhode Island,41.655142106,-71.464105098,3936.6666666666665,181.33333333333334,0.0,3755.3333333333335,1180.0665381573326,8.07361234787771,US,"Rhode Island, US",
46,South Carolina,33.957472131086966,-80.9833996921739,2920.0,67.82978723404256,0.0,2852.1702127659573,2792.0931737803626,2.8250706875044442,US,"South Carolina, US",
47,South Dakota,44.27269492727272,-99.31063618348485,275.2835820895522,2.985074626865672,0.0,272.2985074626866,1617.141081051999,0.8400691017366768,US,"South Dakota, US",
